number,status,heuristic_score,comments,activity_state,formalized,prize,tags,url,statement
1090,proved (Lean),10,2,,no,no,"['geometry', 'ramsey theory']",https://www.erdosproblems.com/1090,"Let $k\geq 3$. Does there exist a finite set $A\subset \mathbb{R}^2$ such that, in any $2$-colouring of $A$, there exists a line which contains at least $k$ points from $A$, and all the points of $A$ on the line have the same colour?"
1091,solved,9,2,,no,no,"['geometry', 'chromatic number']",https://www.erdosproblems.com/1091,"Let $G$ be a $K_4$-free graph with chromatic number $4$. Must $G$ contain an odd cycle with at least two diagonals?
More generally, is there some $f(r)\to \infty$ such that every graph with chromatic number $4$, in which every subgraph on $\leq r$ vertices has chromatic number $\leq 3$, contains an odd cycle with at least $f(r)$ diagonals?"
1092,open,55,2,open,yes,no,"['geometry', 'chromatic number']",https://www.erdosproblems.com/1092,"Let $f_r(n)$ be maximal such that, if a graph $G$ has the property that every subgraph $H$ on $m$ vertices is the union of a graph with chromatic number $r$ and a graph with $\leq f_r(m)$ edges, then $G$ has chromatic number $\leq r+1$.
Is it true that $f_2(n) \gg n$? More generally, is $f_r(n)\gg_r n$?"
1093,open,60,2,open,yes,no,"['number theory', 'binomial coefficients']",https://www.erdosproblems.com/1093,"For $n\geq 2k$ we define the deficiency of $\binom{n}{k}$ as follows. If $\binom{n}{k}$ is divisible by a prime $p\leq k$ then the deficiency is undefined. Otherwise, the deficiency is the number of $0\leq i1$?"
1094,open,60,1,open,yes,no,"['number theory', 'binomial coefficients']",https://www.erdosproblems.com/1094,"For all $n\geq 2k$ the least prime factor of $\binom{n}{k}$ is $\leq \max(n/k,k)$, with only finitely many exceptions."
1095,open,52,8,open,yes,no,"['number theory', 'binomial coefficients']",https://www.erdosproblems.com/1095,Let $g(k)>k+1$ be the smallest $n$ such that all prime factors of $\binom{n}{k}$ are $>k$. Estimate $g(k)$.
1096,proved,10,3,,no,no,['number theory'],https://www.erdosproblems.com/1096,"Let $10$ is sufficiently small, $x_{k+1}-x_k \to 0$?"
1097,open,48,17,open,yes,no,"['number theory', 'additive combinatorics']",https://www.erdosproblems.com/1097,"Let $A$ be a set of $n$ integers. How many distinct $d$ can occur as the common difference of a three-term arithmetic progression in $A$?
In particular, are there always $O(n^{3/2})$ many such $d$?"
1098,proved,9,1,,no,no,['group theory'],https://www.erdosproblems.com/1098,"Let $G$ be a group and $\Gamma=\Gamma(G)$ be the non-commuting graph, with vertices the elements of $G$ and an edge between $g$ and $h$ if and only if $g$ and $h$ do not commute, $gh\neq hg$.
If $\Gamma$ contains no infinite complete subgraph, then is there a finite bound on the size of complete subgraphs of $\Gamma$?"
1099,proved,10,8,,no,no,"['number theory', 'divisors']",https://www.erdosproblems.com/1099,Let $1=d_11$ let\[h_\alpha(n) = \sum_i \left( \frac{d_{i+1}}{d_i}-1\right)^\alpha.\]Is it true that\[\liminf_{n\to \infty}h_\alpha(n) \ll_\alpha 1?\]
1100,open,57,5,partial,no,no,"['number theory', 'divisors']",https://www.erdosproblems.com/1100,"If $1=d_1<\cdots<d_{\tau(n)}=n$ are the divisors of $n$, then let $\tau_\perp(n)$ count the number of $i$ for which $(d_i,d_{i+1})=1$.
Is it true that $\tau_\perp(n)/\omega(n)\to \infty$ for almost all $n$? Is it true that\[\tau_\perp(n)< \exp((\log n)^{o(1)})\]for all $n$?
Let\[g(k) = \max_{\omega(n)=k}\tau_\perp(n),\]where $\omega(n)$ counts the number of distinct prime divisors of $n$, and $n$ is restricted to squarefree integers. Determine the growth of $g(k)$."
1101,open,60,1,open,yes,no,['number theory'],https://www.erdosproblems.com/1101,"If $u=\{u_10$, if $x$ is sufficiently large then\[\max_{a_k<x} (a_{k+1}-a_k) < (1+\epsilon)t_x \prod_{i}\left(1-\frac{1}{u_i}\right)^{-1}.\]Is there a good sequence such that $u_n< n^{O(1)}$? Is there a good sequence such that $u_n\leq e^{o(n)}$?"
1102,solved (Lean),7,17,,yes,no,['number theory'],https://www.erdosproblems.com/1102,"We say that $A\subseteq \mathbb{N}$ has property $P$ if, for all $n\geq 1$, there are only finitely many $a\in A$ such that $n+a$ is squarefree.
We say that $A$ has property $Q$ if there are infinitely many $n$ such that $n+a$ is squarefree for all $a<n$. 
How fast must sequences $A=\{a_1<a_2<\cdots\}$ with properties $P$ or $Q$ increase?"
1103,open,50,5,open,no,no,['number theory'],https://www.erdosproblems.com/1103,Let $A$ be an infinite sequence of integers such that every $n\in A+A$ is squarefree. How fast must $A$ grow?
1104,open,64,2,open,yes,no,"['graph theory', 'chromatic number']",https://www.erdosproblems.com/1104,Let $f(n)$ be the maximum possible chromatic number of a triangle-free graph on $n$ vertices. Estimate $f(n)$.
1105,proved,15,2,,yes,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/1105,"The anti-Ramsey number $\mathrm{AR}(n,G)$ is the maximum possible number of colours in which the edges of $K_n$ can be coloured without creating a rainbow copy of $G$ (i.e. one in which all edges have different colours).
Let $C_k$ be the cycle on $k$ vertices. Is it true that\[\mathrm{AR}(n,C_k)=\left(\frac{k-2}{2}+\frac{1}{k-1}\right)n+O(1)?\]Let $P_k$ be the path on $k$ vertices and $\ell=\lfloor\frac{k-1}{2}\rfloor$. If $n\geq k\geq 5$ then is $\mathrm{AR}(n,P_k)$ equal to\[\max\left(\binom{k-2}{2}+1, \binom{\ell-1}{2}+(\ell-1)(n-\ell+1)+\epsilon\right)\]where $\epsilon=1$ if $k$ is odd and $\epsilon=2$ otherwise?"
1106,open,63,0,open,yes,no,['number theory'],https://www.erdosproblems.com/1106,Let $p(n)$ denote the partition function of $n$ and let $F(n)$ count the number of distinct prime factors of\[\prod_{1\leq k\leq n}p(k).\]Does $F(n)\to \infty$ with $n$? Is $F(n)>n$ for all sufficiently large $n$?
1107,open,60,1,open,yes,no,"['number theory', 'powerful']",https://www.erdosproblems.com/1107,Let $r\geq 2$. A number $n$ is $r$-powerful if for every prime $p$ which divides $n$ we have $p^r\mid n$. Is every large integer the sum of at most $r+1$ many $r$-powerful numbers?
1108,open,64,2,open,yes,no,"['number theory', 'factorials']",https://www.erdosproblems.com/1108,"Let\[A = \left\{ \sum_{n\in S}n! : S\subset \mathbb{N}\textrm{ finite}\right\}.\]If $k\geq 2$, then does $A$ contain only finitely many $k$th powers? Does it contain only finitely many powerful numbers?"
1109,open,54,2,open,no,no,['number theory'],https://www.erdosproblems.com/1109,"Let $f(N)$ be the size of the largest subset $A\subseteq \{1,\ldots,N\}$ such that every $n\in A+A$ is squarefree. Estimate $f(N)$. In particular, is it true that $f(N)\leq N^{o(1)}$, or even $f(N) \leq (\log N)^{O(1)}$?"
1110,open,45,4,open,no,no,['number theory'],https://www.erdosproblems.com/1110,"Let $p>q\geq 2$ be two coprime integers. We call $n$ representable if it is the sum of integers of the form $p^kq^l$, none of which divide each other. 
If $\{p,q\}\neq \{2,3\}$ then what can be said about the density of non-representable numbers? Are there infinitely many coprime non-representable numbers?"
1111,open,53,2,open,no,no,['graph theory'],https://www.erdosproblems.com/1111,"If $G$ is a finite graph and $A,B$ are disjoint sets of vertices then we call $A,B$ anticomplete if there are no edges between $A$ and $B$.
If $t,c\geq 1$ then there exists $d\geq 1$ such that if $\chi(G)\geq d$ and $\omega(G)<t$ then there are anticomplete sets $A,B$ with $\chi(A)\geq \chi(B)\geq c$."
1112,open,41,7,open,no,no,['additive combinatorics'],https://www.erdosproblems.com/1112,"Let $1\leq d_1<d_2$ and $k\geq 3$. Does there exist an integer $r$ such that if $B=\{b_1<\cdots\}$ is a lacunary sequence of positive integers with $b_{i+1}\geq rb_i$ then there exists a sequence of positive integers $A=\{a_1<\cdots\}$ such that\[d_1\leq a_{i+1}-a_i\leq d_2\]for all $i\geq 1$ and $(kA)\cap B=\emptyset$, where $kA$ is the $k$-fold sumset?"
1113,open,59,1,open,yes,no,"['number theory', 'covering systems']",https://www.erdosproblems.com/1113,"A positive odd integer $m$ such that none of $2^km+1$ are prime for $k\geq 0$ is called a Sierpinski number. We say that a set of primes $P$ is a covering set for $m$ if every $2^km+1$ is divisible by some $p\in P$.
Are there Sierpinski numbers with no finite covering set of primes?"
1114,proved,12,0,,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/1114,"Let $f(x)\in \mathbb{R}[x]$ be a polynomial of degree $n$ whose roots $\{a_0<\cdots<a_n\}$ are all real and form an arithmetic progression. 
The differences between consecutive zeros of $f'(x)$, beginning from the midpoint of $(a_0,a_m)$ towards the endpoints, are monotonically increasing."
1115,solved,12,0,,no,no,['analysis'],https://www.erdosproblems.com/1115,"Let $f(z)$ be an entire function of finite order, and let $\Gamma$ be a rectifiable path on which $f(z)\to \infty$. Let $\ell(r)$ be the length of $\Gamma$ in the disc $\lvert z\rvert<r$. 
Find a path for which $\ell(r)$ grows as slowly as possible, and estimate $\ell(r)$ in terms of $M(r)=\max_{\lvert z\rvert=r}\lvert f(z)\rvert$.
In particular, can such a path $\Gamma$ be found for which $\ell(r)\ll r$?"
1116,solved,17,0,,no,no,['analysis'],https://www.erdosproblems.com/1116,"For a meromorphic function $f$ let $n(r,a)$ count the number of roots of $f(z)=a$ in the disc $\lvert z\rvert <r$. Does there exist a meromorphic (or entire) $f$ such that for every $a\neq b$\[\limsup_{r\to \infty}\frac{n(r,a)}{n(r,b)}=\infty?\]"
1117,open,49,1,open,no,no,['analysis'],https://www.erdosproblems.com/1117,"Let $f(z)$ be an entire function which is not a monomial. Let $\nu(r)$ count the number of $z$ with $\lvert z\rvert=r$ such that $\lvert f(z)\rvert=\max_{\lvert z\rvert=r}\lvert f(z)\rvert$. (This is a finite quantity if $f$ is not a monomial.)
Is it possible for\[\limsup \nu(r)=\infty?\]Is it possible for\[\liminf \nu(r)=\infty?\]"
1118,solved,12,0,,no,no,['analysis'],https://www.erdosproblems.com/1118,"Let $f(z)$ be a non-constant entire function such that, for some $c$, the set $E(c)=\{ z: \lvert f(z)\rvert >c\}$ has finite measure. 
What is the minimum growth rate of $f(z)$?
If $E(c)$ has finite measure then must there exist $c'<c$ such that $E(c')$ has finite measure?"
1119,independent,9,1,,no,no,"['analysis', 'set theory']",https://www.erdosproblems.com/1119,"Let $\mathfrak{m}$ be an infinite cardinal with $\aleph_0<\mathfrak{m}<\mathfrak{c}=2^{\aleph_0}$. Let $\{f_\alpha\}$ be a family of entire functions such that, for every $z_0\in \mathbb{C}$, there are at most $\mathfrak{m}$ distinct values of $f_\alpha(z_0)$. Must $\{f_\alpha\}$ have cardinality at most $\mathfrak{m}$?"
1120,open,57,0,open,no,no,['analysis'],https://www.erdosproblems.com/1120,"Let $f\in \mathbb{C}[z]$ be a monic polynomial of degree $n$, all of whose roots satisfy $\lvert z\rvert\leq 1$. Let\[E= \{ z : \lvert f(z)\rvert \leq 1\}.\]What is the shortest length of a path in $E$ joining $z=0$ to $\lvert z\rvert =1$?"
1121,proved (Lean),10,5,,no,no,['geometry'],https://www.erdosproblems.com/1121,"If $C_1,\ldots,C_n$ are circles in $\mathbb{R}^2$ with radii $r_1,\ldots,r_n$ such that no line disjoint from all the circles divides them into two non-empty sets then the circles can be covered by a circle of radius $r=\sum r_i$."
1122,open,54,1,open,no,no,['number theory'],https://www.erdosproblems.com/1122,"Let $f:\mathbb{N}\to \mathbb{R}$ be an additive function (i.e. $f(ab)=f(a)+f(b)$ whenever $(a,b)=1$). Let\[A=\{ n \geq 1: f(n+1)< f(n)\}.\]If $\lvert A\cap [1,X]\rvert =o(X)$ then must $f(n)=c\log n$ for some $c\in \mathbb{R}$?"
1123,independent,6,2,,no,$100,['algebra'],https://www.erdosproblems.com/1123,"Let $B_1$ be the Boolean algebra of sets of integers modulo sets of density $0$ (that is, in which two sets are equivalent if and only if they differ by a set of density $0$) and let $B_2$ be the Boolean algebra of sets modulo sets of logarithmic density $0$.
Prove that $B_1$ and $B_2$ are not isomorphic."
1124,proved,14,2,,no,no,['geometry'],https://www.erdosproblems.com/1124,Can a square and a circle of the same area be decomposed into a finite number of congruent parts?
1125,proved (Lean),14,1,,no,no,['analysis'],https://www.erdosproblems.com/1125,Let $f:\mathbb{R}\to \mathbb{R}$ be such that\[2f(x) \leq f(x+h)+f(x+2h)\]for every $x\in \mathbb{R}$ and $h>0$. Must $f$ be monotonic?
1126,proved (Lean),14,2,,no,no,['analysis'],https://www.erdosproblems.com/1126,"If\[f(x+y)=f(x)+f(y)\]for almost all $x,y\in \mathbb{R}$ then there exists a function $g$ such that\[g(x+y)=g(x)+g(y)\]for all $x,y\in\mathbb{R}$ such that $f(x)=g(x)$ for almost all $x$."
1127,independent,17,0,,no,no,"['geometry', 'distances', 'set theory']",https://www.erdosproblems.com/1127,"Can $\mathbb{R}^n$ be decomposed into countably many sets, such that within each set all the pairwise distances are distinct?"
1128,disproved,5,0,,no,$50,"['set theory', 'ramsey theory', 'hypergraphs']",https://www.erdosproblems.com/1128,"Let $A,B,C$ be three sets of cardinality $\aleph_1$. Is it true that, in any $2$-colouring of $A\times B\times C$, there must exist $A_1\subset A$, $B_1\subset B$, $C_1\subset C$, all of cardinality $\aleph_0$, such that $A_1\times B_1\times C_1$ is monochromatic?"
1129,proved,12,0,,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/1129,"For $x_1,\ldots,x_n\in [-1,1]$ let\[l_k(x)=\frac{\prod_{i\neq k}(x-x_i)}{\prod_{i\neq k}(x_k-x_i)},\]which are such that $l_k(x_k)=1$ and $l_k(x_i)=0$ for $i\neq k$.
Describe which choice of $x_i$ minimise\[\Lambda(x_1,\ldots,x_n)=\max_{x\in [-1,1]} \sum_k \lvert l_k(x)\rvert.\]"
1130,proved,5,4,,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/1130,"For $x_1,\ldots,x_n\in [-1,1]$ let\[l_k(x)=\frac{\prod_{i\neq k}(x-x_i)}{\prod_{i\neq k}(x_k-x_i)},\]which are such that $l_k(x_k)=1$ and $l_k(x_i)=0$ for $i\neq k$.
Let $x_0=-1$ and $x_{n+1}=1$ and\[\Upsilon(x_1,\ldots,x_n)=\min_{0\leq i\leq n}\max_{x\in[x_i,x_{i+1}]} \sum_k \lvert l_k(x)\rvert.\]Is it true that\[\Upsilon(x_1,\ldots,x_n)\ll \log n?\]Describe which choice of $x_i$ maximise $\Upsilon(x_1,\ldots,x_n)$."
1131,open,45,3,open,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/1131,"For $x_1,\ldots,x_n\in [-1,1]$ let\[l_k(x)=\frac{\prod_{i\neq k}(x-x_i)}{\prod_{i\neq k}(x_k-x_i)},\]which are such that $l_k(x_k)=1$ and $l_k(x_i)=0$ for $i\neq k$.
What is the minimal value of\[I(x_1,\ldots,x_n)=\int_{-1}^1 \sum_k \lvert l_k(x)\rvert^2\mathrm{d}x?\]In particular, is it true that\[\min I =2-(1+o(1))\frac{1}{n}?\]"
1132,open,49,2,open,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/1132,"For $x_1,\ldots,x_n\in [-1,1]$ let\[l_k(x)=\frac{\prod_{i\neq k}(x-x_i)}{\prod_{i\neq k}(x_k-x_i)},\]which are such that $l_k(x_k)=1$ and $l_k(x_i)=0$ for $i\neq k$.
Let $x_1,x_2,\ldots\in [-1,1]$ be an infinite sequence, and let\[L_n(x) = \sum_{1\leq k\leq n}\lvert l_k(x)\rvert,\]where each $l_k(x)$ is defined above with respect to $x_1,\ldots,x_n$.
Must there exist $x\in (-1,1)$ such that\[L_n(x) >\frac{2}{\pi}\log n-O(1)\]for infinitely many $n$?
Is it true that\[\limsup_{n\to \infty}\frac{L_n(x)}{\log n}\geq \frac{2}{\pi}\]for almost all $x\in (-1,1)$?"
1133,open,57,0,open,no,no,"['analysis', 'polynomials']",https://www.erdosproblems.com/1133,"Let $C>0$. There exists $\epsilon>0$ such that if $n$ is sufficiently large the following holds.
For any $x_1,\ldots,x_n\in [-1,1]$ there exist $y_1,\ldots,y_n\in [-1,1]$ such that, if $P$ is a polynomial of degree $mC.\]"
1134,disproved,17,0,,no,£10,['number theory'],https://www.erdosproblems.com/1134,"Let $A\subseteq \mathbb{N}$ be the smallest set which contains $1$ and is closed under the operations\[x\mapsto 2x+1,\]\[x\mapsto 3x+1,\]and\[x\mapsto 6x+1.\]Does $A$ have positive lower density?"
1135,open,53,3,open,yes,$500,['number theory'],https://www.erdosproblems.com/1135,"Define $f:\mathbb{N}\to \mathbb{N}$ by $f(n)=n/2$ if $n$ is even and $f(n)=\frac{3n+1}{2}$ if $n$ is odd.
Given any integer $m\geq 1$ does there exist $k\geq 1$ such that $f^{(k)}(m)=1$?"
1136,proved (Lean),10,3,,no,no,['number theory'],https://www.erdosproblems.com/1136,"Does there exist $A\subset \mathbb{N}$ with lower density $>1/3$ such that $a+b\neq 2^k$ for any $a,b\in A$ and $k\geq 0$?"
1137,open,52,3,open,yes,no,"['number theory', 'primes']",https://www.erdosproblems.com/1137,"Let $d_n=p_{n+1}-p_n$, where $p_n$ denotes the $n$th prime. Is it true that\[\frac{\max_{n<x}d_{n}d_{n-1}}{(\max_{n<x}d_n)^2}\to 0\]as $x\to \infty$?"
1138,disproved,6,7,claimed,no,no,"['number theory', 'primes']",https://www.erdosproblems.com/1138,"Let $x/21$. If $d=\max_{p_n<x} (p_{n+1}-p_n)$, where $p_n$ denotes the $n$th prime, then is it true that\[\pi(y+Cd)-\pi(y)\sim\frac{Cd}{\log y}?\]"
1139,open,52,7,open,yes,no,"['number theory', 'primes']",https://www.erdosproblems.com/1139,Let $1\leq u_1<u_2<\cdots$ be the sequence of integers with at most $2$ prime factors. Is it true that\[\limsup \frac{u_{k+1}-u_k}{\log k}=\infty?\]
1140,disproved,10,4,,no,no,['number theory'],https://www.erdosproblems.com/1140,Do there exist infinitely many $n$ such that $n-2x^2$ is prime for all $x$ with $2x^2<n$?
1141,disproved (Lean),8,11,,yes,no,"['number theory', 'primes']",https://www.erdosproblems.com/1141,"Are there infinitely many $n$ such that $n-k^2$ is prime for all $k$ with $(n,k)=1$ and $k^2<n$?"
